timestamp,dest_well,ratios,total_ul,vol_R,vol_Y,vol_B,rgb_mean_r,rgb_mean_g,rgb_mean_b,camera_index,frame_size,tip_used
20251026_220323,A1,0.5;0.3;0.2,120.0,60.0,36.0,24.0,71.1,37.8,5.6,0,1280x720,A1
20251026_220501,A2,0.5;0.3;0.2,120.0,60.0,36.0,24.0,70.8,37.0,5.3,0,1280x720,A1
20251026_220638,A3,0.5;0.3;0.2,120.0,60.0,36.0,24.0,72.6,37.6,5.9,0,1280x720,A1
20251026_231033,A1,0.5;0.3;0.2,120.0,60.0,36.0,24.0,61.3,30.6,5.4,0,1280x720,A1
20251026_231141,A2,0.5;0.3;0.2,120.0,60.0,36.0,24.0,59.4,29.4,4.7,0,1280x720,A1
20251026_231249,A3,0.5;0.3;0.2,120.0,60.0,36.0,24.0,59.4,29.3,5.0,0,1280x720,A1
20251026_232915,A1,0.5;0.3;0.2,120.0,60.0,36.0,24.0,57.8,31.4,5.0,0,1280x720,A1
20251026_233034,A2,0.5;0.3;0.2,120.0,60.0,36.0,24.0,59.4,29.9,5.5,0,1280x720,A1
20251026_233153,A3,0.5;0.3;0.2,120.0,60.0,36.0,24.0,57.0,29.7,5.9,0,1280x720,A1
20251026_233651,A1,0.5;0.3;0.2,120.0,60.0,36.0,24.0,60.7,31.2,5.9,0,1280x720,A1
20251026_233816,A2,0.5;0.3;0.2,120.0,60.0,36.0,24.0,59.9,30.6,5.9,0,1280x720,A1
20251026_233939,A3,0.5;0.3;0.2,120.0,60.0,36.0,24.0,59.7,29.8,5.8,0,1280x720,A1
20251026_235558,A1,0.5;0.3;0.2,120.0,60.0,36.0,24.0,61.9,31.0,4.1,0,1280x720,A1
20251026_235732,A2,0.5;0.3;0.2,120.0,60.0,36.0,24.0,56.6,30.5,6.0,0,1280x720,A1
20251026_235907,A3,0.5;0.3;0.2,120.0,60.0,36.0,24.0,57.5,29.7,4.7,0,1280x720,A1
20251027_094601,A1,60.0,36.0,24.0,60.7,31.2,4.8,0,1280x720,R:A1;Y:A2;B:A3;M:A4
20251029_140015,A1,136.0,81.6,54.4,59.2,33.2,6.8,0,1280x720,R:A1;Y:A2;B:A3;M:A4
20251029_140536,A2,180.0,60.0,32.0,58.3,28.3,4.3,0,1280x720,R:A1;Y:A2;B:A3;M:A4
20251029_141057,A3,100.0,100.0,72.0,56.8,27.2,3.3,0,1280x720,R:A1;Y:A2;B:A3;M:A4
20251030_093946,A1,136.0,81.6,54.4,57.5,31.5,6.4,0,1280x720,R:A1;Y:A2;B:A3;M:A4
20251030_094507,A2,180.0,60.0,32.0,57.5,27.2,3.2,0,1280x720,R:A1;Y:A2;B:A3;M:A4
20251030_095028,A3,100.0,100.0,72.0,57.2,26.7,2.5,0,1280x720,R:A1;Y:A2;B:A3;M:A4
20251030_121930,A1,136.0,81.6,54.4,59.6,30.9,6.0,0,1280x720,R:A1;Y:A2;B:A3;M:A4
20251030_122450,A2,180.0,60.0,32.0,54.9,27.1,4.3,0,1280x720,R:A1;Y:A2;B:A3;M:A4
20251030_123011,A3,100.0,100.0,72.0,54.9,26.9,5.7,0,1280x720,R:A1;Y:A2;B:A3;M:A4
20251104_143151,A1,136.0,81.6,54.4,70.9,40.0,9.6,0,1280x720,R:A1;Y:A2;B:A3;M:A4
20251104_144946,A1,136.0,81.6,54.4,14.4,10.4,1.9,0,1280x720,R:A1;Y:A2;B:A3;M:A4
20251104_145514,A2,180.0,60.0,32.0,16.9,10.2,1.7,0,1280x720,R:A1;Y:A2;B:A3;M:A4
20251104_150042,A3,100.0,100.0,72.0,8.0,9.0,2.9,0,1280x720,R:A1;Y:A2;B:A3;M:A4
